股票代码,股票名称,当前价,涨跌幅,市值,市盈率
BHV,BlackRock Virginia Municipal Bond Trust,16.47,1.6,2.59398E7,14.74
BANC,加州银行,19.05,1.6,9.38995E8,29.76
WSTL,"Westell Technologies, Inc.",3.19,1.59,3.81098E7,157.25
VZ,Verizon,48.66,1.59,2.019253752E11,14.15
MN,"Manning & Napier, Inc. Class A",3.2,1.59,4.80802E7,12.6
LTXB,"LegacyTexas Financial Group, Inc.",42.27,1.59,2.0083052E9,17.78
GIGM,和信超媒体,2.56,1.59,2.78516E7,
FFG,FBL金融,76.55,1.59,1.8746911E9,21.97
CBFV,"CB Financial Services, Inc.",32.0,1.59,1.290382E8,18.64
XENE,Xenon Pharmaceuticals Inc.,5.13,1.58,7.15651E7,
SWX,"Southwest Gas Holdings, Inc.",72.13,1.58,3.4221696E9,20.95
SNHNI,Senior Housing Properties Trust - 5.625% Senior Notes due 2042,24.41,1.58,3.3642E8,
RGS,Regis Corporation,15.4,1.58,7.079103E8,26.14
PEBO,Peoples Bancorp Inc.,36.67,1.58,6.970093E8,17.19
GTXI,"GTx, Inc.",17.39,1.58,3.741595E8,
ATMP,巴克莱精选MLP ETN,19.89,1.58,4.283728E8,
ZUMZ,Zumiez Inc.,22.7,1.57,5.643266E8,20.69
SD,"SandRidge Energy, Inc.",14.86,1.57,5.214411E8,
NLSN,尼尔森,33.56,1.57,1.17727821E10,27.53
CHIM,中国原材料指数ETF-Global X,20.76,1.57,5109400.0,
APU,"AmeriGas Partners, L.P.",42.7,1.57,3.9087091E9,28.6
C+A,"Citigroup Inc. Warrants Class A expiring January 4, 2019",0.0325,1.56,0.0,
BBT,BBT银行,53.53,1.56,4.11007279E10,19.24
TWNK,"Hostess Brands, Inc.",14.38,1.55,1.4139557E9,
SYK,史赛克,166.79,1.55,6.12837965E10,61.29
KEN,Kenon Holdings Ltd. Ordinary Shares,15.76,1.55,8.353911E8,
WRB-A.CL,BERKLEY W R CAP TR II,0.0,0.0,2.511E8,
WPT,"World Point Terminals, LP Common Units representing Limited Partner Interests",17.29,0.0,6.027469E8,16.63
WPPGY,WPP plc - American Depositary Shares each representing five Ordinary Shares,84.43,0.0,2.1122602E10,30.97
WPK.CL,,25.01,0.0,5.002E8,
WPCS,WPCS International Incorporated,1.03,0.0,7467100.0,
WOOF,VCA Inc.,92.98,0.0,7.556462E9,34.95
WNRL,"Western Refining Logistics, LP Common Units representing limited partner interests",23.85,0.0,1.4828657E9,22.71
WNR,"Western Refining Inc. Western Refining, Inc.",36.18,0.0,3.9392135E9,35.84
WNEB,"Western New England Bancorp, Inc.",10.85,0.0,3.279799E8,26.46
WMZ,Williams Pipeline Partners,0.0,0.0,1.0,1.0
WMW,"DEUTSCHE BANK AKTIENGESELLSCHAFT ELEMENTS Linked to the Morningstar Wide Moat Focus Total Return Index due October 24, 2022",29.95,0.0,2.8752E7,
WMGIZ,Wright Medical Group N.V. - Contingent Value Right,1.37,0.0,0.0,
WMB.WI,,0.0,0.0,0.0,
WMAR,"West Marine, Inc.",12.97,0.0,3.276847E8,41.82
WLRHU,WL Ross Holding Corp. - Unit,9.99,0.0,4.72845E8,
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,23.35,0.0,7.527402E8,13.58
WLDR,Affinity World Leaders Equity ETF,24.66,0.0,3698400.0,
WIS-CL,WISCONSIN PWR & LT CO,106.81,0.0,1.068E7,
WINT,Windtree疗法,0.8121,0.0,1.04777E7,
WIND,WIND,65.5,0.0,6.777E7,18.12
WILN,Wi-LAN Inc,1.39,0.0,1.660011E8,15.56
WIA,Claymore通胀挂钩证券收益基金,11.46,0.0,3.340913E8,15.92
WHSM,WHITESMOKE INC,0.0,0.0,0.0,
WHFBL,"WhiteHorse Finance, Inc. - 6.50% Senior Notes due 2020",25.58,0.0,3.06924E7,
WGNR,魏格纳通讯,0.01,0.0,131470.0,
WGA,WELLS GARDNER ELECTRS CORP,0.196,0.0,2096800.0,
WG,"Willbros Group, Inc. (DE)",0.155,0.0,9800500.0,
WFSLW,WASHINGTON FED INC,0.0,0.0,0.0,
WFM,Whole Foods,41.99,0.0,1.34473693E10,34.42
WFHY,WisdomTree Fundamental U.S. High Yield Corporate Bond Fund,49.99,0.0,4999100.0,
WFD,Westfield Financial,7.9,0.0,1.405948E8,2.31
WFBI,WashingtonFirst Bankshares Inc,34.26,0.0,4.293236E8,22.69
WEXP,WisdomTree U.S. Export and Multinational Fund,32.5,0.0,822200.0,
WEET,iPath Pure Beta Grains ETN,33.13,0.0,792600.0,
WEDC,White Electronic Designs,0.0,0.0,0.0,
WEBK,"Wellesley Bancorp, Inc.",31.0,0.0,7.77025E7,23.85
WDTI,管理期货策略-WisdomTree,39.6,0.0,1.62196E8,
WCST,微可视,1.86,0.0,1.085149E8,
WCRT,WEST COAST RLTY TR INC,0.0,0.0,0.0,
WBS-E.CL,Webster Financial Corporation Dep Shs Repstg 1/1000th Perp Pfd Ser E,25.41,0.0,1.286556E8,
WBS-E,Webster Financial Corporation Dep Shs Repstg 1/1000th Perp Pfd Ser E,25.39,0.0,1.291818E8,12.39
WBS+,WEBSTER FINL CORP CONN,21.45,0.0,0.0,
WBMD,WebMD Health Corp,66.48,0.0,2.5245983E9,34.09
WBKC,"Wolverine Bancorp, Inc.",43.5,0.0,9.1532E7,18.2
WBB,"Westbury Bancorp, Inc.",19.86,0.0,7.91641E7,24.88
WB-C.CL,WACHOVIA CAP TR IX,25.0,0.0,7.5E8,
WAYN,Wayne Savings Bancshares Inc.,17.72,0.0,4.97949E7,19.67
WAIR,"Wesco Aircraft Holdings, Inc.",10.9,0.0,1.084695E9,
WAIN,Wainwright Bank & Trust,0.0,0.0,1.3861E8,
WAFDW,"Washington Federal, Inc. - Warrants 11/14/2018",15.57,0.0,0.0,
WAC,Walter Investment Management Corp.,0.6,0.0,2.49282E7,0.48
VXZB,iPath Series B S&P 500 VIX Mid-Term Futures ETN,21.32,0.0,1.28155E7,
VXXLE,能源股票波动率指数,15.37,0.0,0.0,
VXV,恐慌指数(90天),11.96,0.0,0.0,
VXST,恐慌指数(9天),8.98,0.0,0.0,
VXSLV,银价波动率指数,19.97,0.0,0.0,
VXN,纳指波动率指数,14.92,0.0,0.0,
VXMT,恐慌指数(180天),14.62,0.0,0.0,
VXIBM,IBM波动率指数,17.45,0.0,0.0,
VXHYG,高收益债券波动率指数,6.01,0.0,0.0,
VXGS,高盛波动率指数,21.72,0.0,0.0,
VXGOG,谷歌波动率指数,20.44,0.0,0.0,
VXGDX,金矿波动率指数,23.22,0.0,0.0,
VXFXI,中国港股波动率指数,19.38,0.0,0.0,
VXEWZ,巴西股票波动率指数,32.04,0.0,0.0,
VXEFA,EAFE波动率指数,10.23,0.0,0.0,
VXEEM,新兴市场波动率指数,16.35,0.0,0.0,
VXDD,UBS AG LONDON BRH,54.06,0.0,5410000.0,
VXD,DJIA VOLATILITY,17.01,0.0,0.0,
VXCC,UBS AG LONDON BRH,48.03,0.0,4800000.0,
VXBB,UBS AG LONDON BRH,25.57,0.0,3500000.0,
VXAZN,亚马逊波动率指数,23.32,0.0,0.0,
VXAPL,苹果波动率指数,30.24,0.0,0.0,
VXAA,UBS AG LONDON BRH,22.99,0.0,2300000.0,
VWR,VWR Corporation,33.25,0.0,4.3846653E9,29.17
VVIX,VIX指数之波动率指数,90.82,0.0,0.0,
VTTI,VTTI Energy Partners LP Common Units representing limited partner interests,19.5,0.0,5.065265E8,33.62
VTIV,inVentiv Health,0.0,0.0,1.0,
VTA,Invesco Credit Opportunities Fund  of Beneficial Interest,11.73,0.0,8.69126E8,
VSR,"Versar, Inc.",0.483,0.0,4806900.0,
VSM*,"Versum Materials, Inc.",22.7,0.0,0.0,
VSL,Volshares Large Cap ETF,24.73,0.0,3091300.0,
VSI,"Vitamin Shoppe, Inc",4.85,0.0,1.173852E8,
VSDA,VictoryShares Dividend Accelerator ETF,27.94,0.0,8382900.0,
VSAR,"Versartis, Inc.",1.55,0.0,5.59082E7,
VRTB,威斯廷二号不动产抵押,2610.0,0.0,5772600.0,
VRIO,Vrio Corp. Class A,0.0,0.0,0.0,
VREXV,Varex Imaging Corporation Common Stock When Issued,25.41,0.0,0.0,
VRAD,Virtual Radiologic,0.0,0.0,1.0,1.0
VQT,VEQTOR策略ETF-Barclays,163.78,0.0,2.48521E7,
VNV.CL,VIACOM INC NEW,0.0,0.0,7.533E8,
VNTV,Vantiv,77.6,0.0,1.26129959E10,53.52
VNRX,VolitionRX Limited,2.19,0.0,6.57425E7,
VNRCP,VANGUARD NAT RES LLC,2.0,0.0,8858000.0,
VNRBP,VANGUARD NAT RES LLC,2.0,0.0,1.435E7,
VNRAP,VANGUARD NAT RES LLC,2.26,0.0,6093200.0,
VNR,Vanguard Natural Resources,0.2,0.0,2.79082E7,
VNO-JL,VNO-JL,25.29,0.0,0.0,
VNO-I.CL,Vornado Realty Trust Preferred Series I,25.05,0.0,2.7054E8,
VNO-I,Vornado Realty Trust Preferred Series I,25.65,0.0,2.7702E8,
GMRE,Global Medical REIT Inc.,7.78,0.26,1.67854E8,
FTA,First Trust Large Cap Value AlphaDEX Fund,53.29,0.26,1.0683151E9,
FBHS,"Fortune Brands Home & Security, Inc.",57.25,0.26,8.4518285E9,18.72
ESNC,"EnSync, Inc.",0.385,0.26,2.15278E7,
DXKW,WisdomTree Korea Hedged Equity ETF,23.42,0.26,1.0539E7,
CTIC,CTI BioPharma Corp.,3.9,0.26,2.255465E8,
CSU,Capital Senior Living Corporation,11.68,0.26,3.62568E8,
CHI,Calamos可转债机会收益基金,11.38,0.26,7.956145E8,7.57
YRIV,Yangtze River Port and Logistics Limited,4.02,0.25,6.911012E8,
WBID,WBI BullBear Quality 2000 ETF,23.9,0.25,4.7676E7,
VRSK,"Verisk Analytics, Inc.",107.65,0.25,1.77324019E10,32.64
VMEM,VIOLIN MEMORY INC,0.36,0.25,9592900.0,
TRI,汤森路透,39.75,0.25,2.82056989E10,20.44
TEX,特雷克斯,39.51,0.25,3.0290495E9,60.63
SUN,"太阳石油
",28.0,0.25,2.3038711E9,30.03
SUI,"Sun Communities, Inc.",91.54,0.25,7.2946479E9,107.42
SMBK,"SmartFinancial, Inc.",23.95,0.25,2.683756E8,43.44
QSY,WisdomTree U.S. Quality Shareholder Yield Fund,81.26,0.25,4.053E7,
PHDG,VEQTOR策略ETF-PowerShares,27.9,0.25,2.64385E7,
NUVA,纽瓦索器材,53.02,0.25,2.7110259E9,35.26
NCBS,Nicolet Bankshares Inc.,56.88,0.25,5.503213E8,17.04
JPT,Nuveen Preferred and Income 2022 Term Fund  of Beneficial Interest,24.42,0.25,1.663408E8,
JBLU,捷蓝航空,19.91,0.25,6.3069141E9,5.72
IGIH,Xtrackers Investment Grade Bond - Interest Rate Hedged ETF,24.26,0.25,9680000.0,
GOF,Guggenheim Strategic Opportunities Fund  of Beneficial Interest,20.35,0.25,5.210834E8,14.03
GATX,GATX Corporation,68.82,0.25,2.5953811E9,5.17
FXP,中国港股2X做空-ProShares,15.76,0.25,2.84615E7,
FRT,FRT信托,111.48,0.25,8.1383243E9,28.01
FIEU,FI Enhanced Europe 50 ETN,133.45,0.25,2.960456E8,
ENY,Guggenheim Canadian Energy Income ETF,8.12,0.25,2.3247E7,
DSL,DoubleLine收益解决方案基金,20.22,0.25,2.0442263E9,
DNOW,NOW Inc.,12.07,0.25,1.321881E9,
CMRE-C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),24.42,0.25,9.744E7,
CACI,CACI国际,159.3,0.25,3.9133741E9,23.61
AR,Antero Resources,19.81,0.25,6.2545164E9,10.19
AGII,"Argo Group International Holdings, Ltd.",59.15,0.25,1.7299414E9,35.98
VRNA,Verona Pharma plc - American Depositary Share,16.65,0.24,2.180424E8,
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,25.23,0.24,2.76881E8,9.04
URI,联合租赁,163.61,0.24,1.36446441E10,9.83
TOL,托尔兄弟,41.47,0.24,6.2808761E9,11.56
TFX,泰利福,271.68,0.24,1.23142101E10,81.39
STWD,Starwood Property Trust,20.72,0.24,5.4108796E9,13.6
SSWN,Seaspan Corporation 6.375% Notes due 2019,25.27,0.24,3.47898E8,25.59
SLG,SL Green Realty Corporation,96.23,0.24,8.55696E9,34.91
SGEN,"Seattle Genetics, Inc.",49.8,0.24,7.8573825E9,
RSX,俄罗斯ETF-VanEck Vector,21.05,0.24,1.91205E9,
RLI,RLI保险,63.76,0.24,2.8149333E9,28.78
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Shares of Beneficial Interest,24.94,0.24,9.112688E8,
PTLC,Pacer Fund Trust Pacer Trendpilot US Large Cap ETF,28.68,0.24,8.15385E8,
OVLY,橡木谷银行,20.95,0.24,1.710248E8,18.5
NYMX,Nymox Pharmaceutical Corporation,4.2,0.24,2.396996E8,
NID,Nuveen Intermediate Duration Municipal Term Fund  of Beneficial Interest,12.37,0.24,5.788652E8,
MTB,M&T Bank Corporation,181.97,0.24,2.66484225E10,20.61
MKSI,"MKS Instruments, Inc.",106.0,0.24,5.7621861E9,17.17
MDLX,Medley LLC 6.875% Senior Notes due 2026,25.05,0.24,5.35693E7,
MCFT,"MCBC Holdings, Inc.",24.59,0.24,4.581991E8,19.32
LPLA,LPL金控,61.5,0.24,5.5325866E9,23.69
LKQ,LKQ Corporation,38.34,0.24,1.1842986E10,22.11
109085,Nuveen Short Duration Credit Opportunities Fund  of Beneficial Interest,16.91,0.24,1.703136E8,
IXG,全球金融业ETF-iShares,70.05,0.24,6.25426E8,45.97
IFN,印度封基-安本,24.84,0.24,7.038415E8,
HYLD,Peritus高收益债券ETF-AdvisorShares,36.87,0.24,1.618408E8,
HPT,酒店业不动产信托,25.01,0.24,4.1004264E9,20.12
GWGH, Great West Growth 控股,8.25,0.24,4.78688E7,
GM,通用汽车,37.7,0.24,5.28651247E10,
GEF,格瑞夫,58.8,0.24,1.5205112E9,29.04
GECCL,Great Elm Capital Corp. - 6.50% Notes due 2022,25.4,0.24,2.87609E7,
FWONA,Formula One A股,29.18,0.24,7.46743E8,24.06
FVD,红利股ETF-First Trust Value Line,29.85,0.24,4.0273872E9,69.26
FUTY,Fidelity MSCI Utilities Index ETF,33.04,0.24,3.01584E8,
ESLT,Elbit Systems Ltd. - Ordinary Shares,123.91,0.24,5.2847208E9,22.11
EFZ,ProShares Short MSCI EAFE,25.19,0.24,1.57063E7,
CHSCP,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,29.85,0.24,3.654602E8,
BKH,黑山,54.37,0.24,2.9070488E9,15.41
BELM,贝尔,0.0,0.24,1.0,
ASTE,雅达电子工业,57.3,0.24,1.3188093E9,35.07
APTV,Aptiv PLC Ordinary Shares,86.52,0.24,2.29276094E10,22.65
WBK,澳洲西太平洋银行,21.99,0.23,7.5108558E10,9.58
VZA,Verizon Communications Inc. 5.90% Notes due 2054,25.87,0.23,5.162E8,6.2
VLY-A,"Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A, no par value per share",26.71,0.23,1.2259E8,
VHT,医疗业ETF-Vanguard,155.48,0.23,7.11748E9,6.44
PYN,PIMCO市政收益基金3期,8.6,0.23,4.89362E7,7.95
PSB,"PS Business Parks, Inc.",115.26,0.23,3.1343854E9,34.64
PETZ,天地荟,4.41,0.23,4.123575E7,
OTTR,奥特泰尔,43.8,0.23,1.7316822E9,24.14
OCSL,Oaktree Specialty Lending Corporation,4.32,0.23,6.075404E8,5.32
NBD,Nuveen Build America Bond Opportunity Fund  of Beneficial Interest,21.69,0.23,1.559216E8,
LSI,LSI半导体,85.55,0.23,3.9699868E9,41.23
ITGR,Integer Holdings Corporation,55.48,0.23,1.7718247E9,26.48
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)",25.69,0.23,1.0252E9,21.53
IEC,IEC Electronics Corp.,4.39,0.23,4.47606E7,87.6
HUBG,枢纽,43.7,0.23,1.4701273E9,10.77
HPS,Hancock 优先收益基金3期,17.51,0.23,5.516499E8,8.09
GLPI,"Gaming and Leisure Properties, Inc.",34.33,0.23,7.3245859E9,19.13
ESGR,恩斯塔,215.05,0.23,3.524964E9,13.94
DLR-C,"Digital Realty Trust, Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock",26.21,0.23,2.105075E8,
CIM,奇美拉投资,17.28,0.23,3.2385755E9,6.61
CHAU,中国A股2X做多-Direxion,26.72,0.23,6.3984E7,
CAH,卡地纳健康,62.21,0.23,1.95338582E10,10.81
BHK,贝莱德核心债券信托,12.84,0.23,6.90909E8,1.58
TOUR,途牛,6.19,0.98,7.82974957E8,
SQQQ,纳指3X做空-ProShares,17.44,0.98,4.98849E8,5.91
RJN,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy ,3.1,0.98,8658600.0,
PHM,帕尔迪,28.82,0.98,8.167317E9,19.82
EBF,恩尼斯,20.55,0.98,5.172337E8,16.15
DLPH,德尔福汽车,49.6,0.98,4.3601332E9,15.3
CBMG,"Cellular Biomedicine Group, Inc.",20.7,0.98,3.577993E8,
BGNE,百济神州,169.64,0.98,7.743574044E9,
AZRE,Azure Power Global Limited Equity Shares,14.39,0.98,3.702871E8,
ABC,美源伯根,90.75,0.98,1.97416612E10,20.29
NBHC,National Bank Holdings Corporation,34.22,0.97,1.030064E9,63.94
JELD,"JELD-WEN Holding, Inc.",30.09,0.97,3.169543E9,
INDB,美国独立银行,72.7,0.97,1.9808896E9,22.57
DXJ,日本ETF汇率对冲-WisdomTree,57.23,0.97,6.657066E9,
BP,英国石油,43.92,0.97,1.446586644E11,255.88
SB,"Safe Bulkers, Inc  ($0.001 par value)",3.17,0.96,3.18823E8,
MRCY,Mercury Systems Inc,45.42,0.96,2.1704341E9,48.9
ISBC,投资者银行,13.73,0.96,4.1121454E9,31.63
HRL,荷美尔食品,35.79,0.96,1.87719856E10,20.98
HFWA,Heritage金融银行,31.6,0.96,1.0646198E9,22.52
GRBK,"Green Brick Partners, Inc.",10.5,0.96,5.262286E8,34.67
FUSB,"First US Bancshares, Inc.",11.61,0.96,7.00035E7,
EFU,ProShares UltraShort MSCI EAFE,22.15,0.96,3015200.0,
CPS,Cooper-Standard Holdings Inc.,128.76,0.96,2.3035209E9,17.69
BRPAU,BIG ROCK PARTNERS,10.55,0.96,5.46013E7,
WDFC,WD-40 Company,132.85,0.95,1.8307621E9,32.98
PRTY,Party City Holdco Inc.,16.0,0.95,1.5278465E9,8.85
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,59.35,0.95,5.58514E7,
MJCO,Majesco,5.3,0.95,1.91853E8,
LAD,利西亚车行,100.33,0.95,2.3874174E9,10.19
CMCM,猎豹移动,12.77,0.95,1.835631018E9,58.09
BJO,iPathA Series B Bloomberg Coffee Subindex Total Return ETN,46.6,0.95,3.90588E7,
AWH,安奈特保险,49.71,0.95,4.3663596E9,17.03
TOO-E,Teekay Offshore Partners L.P. 8.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,24.81,0.94,1.13068E8,
TCBI,"Texas Capital Bancshares, Inc.",97.05,0.94,4.7761477E9,22.31
SDR,SandRidge Mississippian Trust II Common Units representing Beneficial Interests,1.07,0.94,5.27085E7,2.72
PFG,信安金融集团,61.46,0.94,1.75253925E10,7.73
OZRK,Bank of the Ozarks,47.39,0.94,6.065149E9,17.07
OLEM,iPath Pure Beta Crude Oil ETN,20.48,0.94,3697700.0,
ELMD,"Electromed, Inc.",5.35,0.94,4.3918E7,23.04
WBS,Webster Financial Corporation,59.95,0.93,5.4657504E9,20.41
UGAZ,天然气3X多-VelocityShares,57.73,0.93,3.940908E8,
PZZA,棒约翰,62.19,0.93,1.9851794E9,21.77
MGPI,"MGP Ingredients, Inc.",92.34,0.93,1.5411121E9,37.5
MBTF,M B T Financial Corp,10.85,0.93,2.469148E8,23.37
LKFN,莱克兰金融,48.69,0.93,1.2197997E9,21.63
INOV,"Inovalon Holdings, Inc.",10.8,0.93,6.788676E8,44.58
GMLP,Golar LNG Partners LP  Representing Limited Partnership,19.53,0.93,1.3500159E9,10.75
BDGE,Bridge银行,32.45,0.93,6.359365E8,30.91
ASNA,"Ascena Retail Group, Inc.",2.18,0.93,4.237803E8,
ASHX,Xtrackers CSI 300 China A-Shares Hedged Equity ETF,20.56,0.93,3054800.0,
TAPR,Barclays PLC - Barclays Inverse US Treasury Composite ETN,28.45,0.92,5.638E7,48.02
PQ,"PetroQuest Energy, Inc.",0.5349,0.92,1.35613E7,
MDC,"M.D.C. Holdings, Inc.",28.6,0.92,1.5932219E9,11.43
GYB,"CABCO Series 2004-101 Trust Goldman Sachs Capital I, Floating Rate Callable Certificates",22.95,0.92,1.36428E8,
GAIN,格拉德斯通投资,11.0,0.92,3.545358E8,14.73
CLRB,"Cellectar Biosciences, Inc.",1.1,0.92,1.89533E7,
OLBK,"Old Line Bancshares, Inc.",34.49,0.91,5.801981E8,25.32
NOMD,Nomad Foods Limited Ordinary Shares,16.58,0.91,2.8583006E9,
MYOK,"MyoKardia, Inc.",50.05,0.91,1.7824246E9,
IMPV,"Imperva, Inc.",49.8,0.91,1.7176805E9,73.66
GNTX,真泰克,22.19,0.91,6.0166612E9,14.86
ESRT,"Empire State Realty Trust, Inc. Class A",16.66,0.91,2.678882E9,42.33
CAR,安飞士,47.55,0.91,3.8279895E9,11.09
BHLB,"Berkshire Hills Bancorp, Inc.",39.0,0.91,1.7531783E9,27.81
WHG,Westwood Holdings Group Inc,59.4,0.9,5.289991E8,24.74
TJX,"TJX Companies, Inc.",83.22,0.9,5.17209297E10,20.42
SM,SM Energy Company,22.36,0.9,2.4749843E9,
PBYI,Puma Biotechnology Inc,61.8,0.9,2.3103331E9,
OOMA,"Ooma, Inc.",11.25,0.9,2.1631E8,
NYT,纽约时报,22.45,0.9,3.616534707E9,86.35
NXTM,"NxStage Medical, Inc.",25.73,0.9,1.6911774E9,
MTZ,"MasTec, Inc.",44.95,0.9,3.6679764E9,10.56
MGA,曼格纳国际,59.5,0.9,2.08703276E10,10.46
KE,"Kimball Electronics, Inc.",16.8,0.9,4.444659E8,27.75
GLP,伙伴全球,16.9,0.9,5.694257E8,9.63
FFNW,"First Financial Northwest, Inc.",16.9,0.9,1.800363E8,20.68
DRQ,"Dril-Quip, Inc.",44.95,0.9,1.698836E9,
DECK,德克斯户外,89.8,0.9,2.8268947E9,36.63
AN,AutoNation,45.98,0.9,4.1844551E9,10.29
AMSF,"AMERISAFE, Inc.",56.2,0.9,1.0719975E9,23.21
UWN,"Nevada Gold & Casinos, Inc.",2.27,0.89,3.79084E7,17.31
UVSP,宾夕法尼亚裕益银行,28.35,0.89,8.244012E8,17.13
TSBK,"Timberland Bancorp, Inc.",32.86,0.89,2.403056E8,16.53
TECS,Direxion Technology Bear 3X Shares,28.3,0.89,2.67398E7,
RMNI,"Rimini Street, Inc.",7.9,0.89,4.651867E8,
PE,Parsley Energy,30.66,0.89,8.4100131654E9,
MTN,范尔度假村,233.43,0.89,9.3520448E9,43.16
LNC,林肯国民,72.22,0.89,1.56535846E10,7.76
EMLP,北美能源基础设施基金-First Trust,22.6,0.89,2.162832E9,
CABO,"Cable One, Inc.",694.6,0.89,3.9469733E9,16.91
BDRY,Breakwave Dry Bulk Shipping ETF,22.7,0.89,4500900.0,
ABR-C,Arbor Realty Trust Cumulative Redeemable Preferred Series C,25.95,0.89,2.3148E7,15.17
PRKR,"ParkerVision, Inc.",0.7687,0.88,1.83692E7,
MLPX,MLP能源基础设施ETF-Global X,12.6,0.88,4.240355E8,
LOB,"Live Oak Bancshares, Inc.",28.75,0.88,1.006721E9,22.8
LH,Laboratory Corporation of America Holdings,166.62,0.88,1.68475534E10,13.53
IMO,Imperial Oil Limited,29.7,0.88,2.44717735E10,64.0
BOCH,Bank of Commerce Holdings (CA),11.45,0.88,1.843379E8,23.65
BBGI,比斯利广播,11.4,0.88,1.225053E8,3.6
FHK,First Trust Hong Kong AlphaDEX Fund,41.46,0.73,4116300.0,
AYI,Acuity Brands Inc (Holding Company),128.86,0.73,5.2450559E9,17.6
WILC,"G. Willi-Food International,  Ltd. - Ordinary Shares",6.99,0.72,9.18919E7,33.05
VVV,Valvoline Inc.,21.0,0.72,4.1713709E9,19.13
SR,Spire Inc.,70.3,0.72,3.3744196E9,14.45
QEP,"QEP Resources, Inc.",12.55,0.72,2.9641751E9,11.13
PCN,PIMCO企债收益策略基金,16.8,0.72,6.54904E8,5.75
OHAI,OHA Investment Corporation - Closed End Fund,1.4,0.72,2.80396E7,17.38
NSC,诺福克南方铁路运输,137.74,0.72,4.15206973E10,7.35
MBIN,Merchants Bancorp,20.89,0.72,5.950764E8,9.1
KMF,"Kayne Anderson Midstream Energy Fund, Inc",12.55,0.72,2.745458E8,
GGZ-A,Gabelli Global Small and Mid Cap Value Trust (The) 5.450% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 pe,25.23,0.72,3.00612E7,
EVJ,Eaton Vance New Jersey Municipal Income Trust Shares of Beneficial Interest,11.17,0.72,5.09936E7,11.55
EFSC,Enterprise Financial Services Corporation,48.7,0.72,1.1167522E9,23.36
CQP,"Cheniere Energy Partners, LP Cheniere Energy Partners, LP Common Units",30.76,0.72,1.06468332E10,
CF,CF工业控股,39.0,0.72,9.0356573E9,25.31
XOM,埃克森美孚,79.56,0.71,3.37146532377E11,17.19
WR,"Westar Energy, Inc.",52.23,0.71,7.3762053E9,22.85
VMIN,VIX做空-VolMAXX,2.83,0.71,421500.0,
USDU,做多美元指数Bloomberg-WisdomTree,25.49,0.71,4.93545E7,
TLRD,"Tailored Brands, Inc.",29.83,0.71,1.4600544E9,15.19
SEND,"Sendgrid, Inc.",28.33,0.71,1.2198681E9,
SCHW,嘉信理财,55.38,0.71,7.41368778E10,30.72
PDCE,"PDC Energy, Inc.",56.81,0.71,3.7279857E9,
OPNT,荣群电讯,19.98,0.71,5.13221E7,24.8
OKE,欧尼克,59.96,0.71,2.44749388E10,46.16
OIH,油气服务ETF-Market Vectors,27.03,0.71,1.7972296E9,
MORN,晨星,103.76,0.71,4.383412E9,32.4
FBIO,"Fortress Biotech, Inc.",4.23,0.71,2.156386E8,
DF,Dean Foods Company,8.51,0.71,7.715757E8,16.25
BFRA,Biofrontera AG,14.1,0.71,3.109178E8,
AWK,美国水业,84.26,0.71,1.50909186E10,35.16
ZIOP,ZIOPHARM Oncology Inc,4.34,0.7,6.137394E8,
WTR,美国水务,34.42,0.7,6.07970786E9,28.68
PTY,PIMCO企债收益机会基金,17.15,0.7,1.3805339E9,10.99
PAK,巴基斯坦ETF-Global X,13.02,0.7,6.465E7,
OVID,Ovid Therapeutics Inc.,10.05,0.7,2.456874E8,
MTGEP,MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock,25.72,0.7,5.61902E7,
MMC,威达信,83.48,0.7,4.21386393E10,28.89
MHF,"Western Asset Municipal High Income Fund, Inc.",7.2,0.7,1.546755E8,13.61
LVHI,Legg Mason International Low Volatility High Dividend ETF,27.36,0.7,5.37966E7,
FXN,能源行业ETF-First Trust AlphaDEX,15.75,0.7,2.25998E8,
DG,达乐,97.01,0.7,2.58718375E10,17.11
CYTK,"Cytokinetics, Incorporated",7.2,0.7,3.86158E8,
BSTI,百世物流,11.59,0.7,4.26933E9,
AGNC,AGNC Investment Corp.,18.79,0.7,7.3019722E9,9.15
SYBT,"Stock Yards Bancorp, Inc.",36.3,0.69,8.188874E8,21.72
SIR,Select Income REIT  of Beneficial Interest,18.87,0.69,1.6769818E9,24.99
NNI,"Nelnet, Inc.",54.0,0.69,1.5705564E9,12.95
